transaction_id,customer_id,transaction_date,transaction_time,amount,merchant_category,transaction_type,device_type,card_present,home_city,transaction_city,distance_from_home_km,account_age_days,prev_txn_count_24h,is_fraud
500548,159113,2026-07-11,23:55:00,34595.07,ATM Withdrawal,ATM,USSD,No,Ahmedabad,Pune,892.5,12,6,1
504872,195696,2026-04-19,18:46:00,2035.64,Grocery,UPI,Web Browser,Yes,Mumbai,Mumbai,3.6,1631,1,0
505450,116793,2026-01-10,12:59:00,5025.68,Dining,ONLINE,USSD,No,Rajpura,Rajpura,14.0,3703,3,0
505049,129180,2026-05-07,03:49:00,57858.13,Utility Bill,POS,USSD,No,Mumbai,Ahmedabad,1593.5,45,9,1
503382,178688,2026-07-20,00:10:00,6237.47,Fuel,UPI,ATM Machine,Yes,Kolkata,Kolkata,13.8,172,1,0
505810,137912,2026-06-24,22:26:00,7286.71,Dining,POS,Web Browser,Yes,Kolkata,Kolkata,1.9,2585,3,0
505703,127724,2026-07-14,04:54:00,3041.5,Jewellery,POS,Web Browser,Yes,Rajpura,Rajpura,1.2,2547,1,0
504891,183811,2026-04-27,18:57:00,7700.82,Utility Bill,NEFT,Web Browser,Yes,Kolkata,Kolkata,11.0,1215,1,0
502857,156819,2026-04-08,07:22:00,4307.81,Pharmacy,ONLINE,ATM Machine,No,Delhi,Delhi,10.2,634,1,0
501862,129602,2026-06-27,00:06:00,40883.32,Pharmacy,ONLINE,USSD,No,Pune,Kolkata,1616.1,51,7,1
502660,116058,2026-05-18,10:47:00,3084.06,E-commerce,UPI,POS Terminal,Yes,Jaipur,Jaipur,1.7,362,0,0
505506,183737,2026-08-04,18:19:00,3824.26,Fuel,POS,POS Terminal,Yes,Ahmedabad,Ahmedabad,1.1,1899,0,0
500641,167083,2026-03-20,23:14:00,2890.07,Electronics,POS,ATM Machine,Yes,Chennai,Chennai,3.7,1719,3,0
505108,194999,2026-06-21,17:05:00,6720.26,Jewellery,ATM,ATM Machine,Yes,Delhi,Delhi,7.3,3429,1,0
501010,152026,2026-01-05,18:15:00,1881.48,Dining,UPI,USSD,Yes,Ahmedabad,Ahmedabad,3.8,861,0,0
505863,157730,2026-03-18,20:44:00,887.31,Grocery,ONLINE,USSD,No,Hyderabad,Hyderabad,10.1,2579,0,0
500638,129687,2026-05-28,11:50:00,2568.7,ATM Withdrawal,POS,Mobile App,Yes,Mumbai,Mumbai,10.9,98,3,0
504900,158518,2026-03-29,19:06:00,576.52,Utility Bill,ONLINE,ATM Machine,Yes,Kolkata,Kolkata,7.1,2540,2,0
504505,101683,2026-01-20,19:35:00,1495.24,Jewellery,UPI,POS Terminal,Yes,Chennai,Chennai,12.4,642,3,0
502309,130786,2026-05-08,21:08:00,2162.49,Electronics,ONLINE,ATM Machine,Yes,Ahmedabad,Ahmedabad,6.8,3588,2,0
504169,150695,2026-07-25,18:27:00,2371.63,ATM Withdrawal,UPI,USSD,No,Rajpura,Rajpura,5.0,447,1,0
503146,155215,2026-01-14,01:55:00,4025.96,Jewellery,POS,USSD,No,Delhi,Delhi,0.9,3658,0,0
503782,122786,2026-08-11,12:59:00,737.69,E-commerce,ONLINE,Mobile App,Yes,Bengaluru,Bengaluru,6.7,2399,5,0
502097,193972,2026-03-07,09:09:00,5613.61,Pharmacy,ONLINE,POS Terminal,Yes,Chennai,Chennai,2.0,1605,3,0
505520,152508,2026-04-21,04:35:00,8006.94,Grocery,ONLINE,POS Terminal,No,Mumbai,Mumbai,2.5,648,4,0
501957,152862,2026-01-25,18:01:00,6015.51,ATM Withdrawal,ATM,Web Browser,No,Hyderabad,Hyderabad,11.2,3947,2,0
501373,144970,2026-02-08,00:46:00,1635.6,Travel,ONLINE,USSD,Yes,Pune,Pune,2.2,2347,0,0
504023,154233,2026-02-23,13:50:00,4011.22,Utility Bill,ONLINE,ATM Machine,Yes,Hyderabad,Hyderabad,9.7,1848,1,0
500922,157240,2026-01-05,05:24:00,2260.72,Jewellery,POS,Mobile App,Yes,Kolkata,Kolkata,6.4,929,2,0
500547,142925,2026-01-30,19:31:00,3669.91,E-commerce,POS,Mobile App,No,Hyderabad,Hyderabad,6.1,3442,1,0
501450,110300,2026-05-12,10:30:00,2508.46,Grocery,POS,Web Browser,Yes,Rajpura,Rajpura,3.0,2115,2,0
502805,117214,2026-08-07,04:34:00,6385.41,Utility Bill,UPI,Mobile App,No,Pune,Pune,10.9,394,1,0
502611,197064,2026-03-09,19:09:00,1706.22,E-commerce,UPI,Mobile App,Yes,Bengaluru,Bengaluru,2.3,1008,2,0
501901,153486,2026-04-25,23:33:00,3468.46,Grocery,ONLINE,Web Browser,Yes,Delhi,Delhi,1.7,3519,2,0
502758,163422,2026-05-01,10:02:00,2052.29,E-commerce,UPI,USSD,Yes,Rajpura,Rajpura,14.9,1678,3,0
502029,152555,2026-06-28,17:18:00,10003.27,ATM Withdrawal,UPI,Mobile App,Yes,Kolkata,Kolkata,9.9,881,1,0
502302,114390,2026-08-06,13:24:00,5897.93,E-commerce,POS,ATM Machine,No,Bengaluru,Bengaluru,3.3,2404,3,0
501886,117949,2026-03-17,13:58:00,5588.3,Utility Bill,ONLINE,Mobile App,Yes,Delhi,Delhi,4.0,362,3,0
501643,144717,2026-04-12,23:49:00,2089.56,Fuel,POS,USSD,No,Kolkata,Kolkata,9.5,2970,2,0
500973,147727,2026-03-20,21:53:00,983.16,Jewellery,ATM,Mobile App,Yes,Bengaluru,Bengaluru,2.6,2941,2,0
505765,131463,2026-03-22,19:38:00,947.99,Pharmacy,ATM,USSD,Yes,Kolkata,Kolkata,12.8,730,1,0
502098,186062,2026-06-04,12:00:00,4915.82,Jewellery,UPI,Mobile App,Yes,Chennai,Chennai,3.3,2715,1,0
505209,149058,2026-07-02,11:38:00,3225.15,Dining,ONLINE,Web Browser,Yes,Pune,Pune,3.0,2653,2,0
504576,176420,2026-07-30,21:54:00,1620.53,Grocery,ONLINE,USSD,No,Pune,Pune,9.1,1824,5,0
505491,147382,2026-08-01,17:46:00,4825.25,E-commerce,POS,Mobile App,Yes,Pune,Pune,11.2,80,3,0
505959,161198,2026-05-09,07:54:00,2877.17,Dining,NEFT,Web Browser,Yes,Mumbai,Mumbai,7.6,3899,2,0
500837,180834,2026-06-07,02:57:00,3322.69,E-commerce,ONLINE,ATM Machine,Yes,Ahmedabad,Ahmedabad,8.3,3580,0,0
500602,177898,2026-03-11,04:52:00,587.2,Electronics,UPI,USSD,No,Jaipur,Jaipur,8.9,3733,0,0
502185,163378,2026-06-05,12:29:00,3322.44,Fuel,POS,Web Browser,Yes,Pune,Pune,7.1,1187,0,0
504769,111352,2026-06-28,14:36:00,1814.24,ATM Withdrawal,UPI,USSD,No,Bengaluru,Bengaluru,0.7,3075,1,0
503517,116961,2026-02-26,06:47:00,3750.75,Dining,UPI,USSD,Yes,Kolkata,Kolkata,14.7,1802,2,0
505150,154519,2026-07-25,22:16:00,4388.55,Electronics,ATM,POS Terminal,Yes,Chennai,Chennai,3.5,3670,1,0
501583,151539,2026-08-24,18:50:00,4149.62,Fuel,POS,ATM Machine,Yes,Hyderabad,Hyderabad,1.4,1987,2,0
505102,154330,2026-08-01,14:18:00,5139.8,Pharmacy,POS,Mobile App,No,Bengaluru,Bengaluru,6.8,2944,2,0
503584,130766,2026-01-06,12:03:00,466.43,Grocery,POS,ATM Machine,Yes,Mumbai,Mumbai,6.1,2732,4,0
503859,132539,2026-05-03,05:59:00,5452.78,Grocery,POS,POS Terminal,Yes,Chennai,Chennai,2.2,3256,0,0
501071,167495,2026-01-04,12:53:00,3224.78,Travel,ONLINE,Web Browser,Yes,Bengaluru,Bengaluru,5.4,3209,3,0
501776,113110,2026-08-15,06:02:00,2319.71,Utility Bill,POS,POS Terminal,No,Rajpura,Rajpura,12.7,3425,1,0
505764,109356,2026-04-07,22:26:00,7903.47,Fuel,ONLINE,Web Browser,No,Bengaluru,Bengaluru,8.1,400,2,0
501284,180086,2026-02-25,19:23:00,6335.03,ATM Withdrawal,POS,ATM Machine,Yes,Mumbai,Mumbai,12.3,2213,4,0
504988,192329,2026-08-26,21:07:00,1905.84,E-commerce,UPI,ATM Machine,Yes,Chennai,Chennai,8.1,1621,0,0
504885,100639,2026-05-05,00:00:00,3409.59,ATM Withdrawal,UPI,USSD,Yes,Delhi,Delhi,1.8,3556,1,0
505700,137646,2026-02-12,23:09:00,6009.25,Dining,POS,USSD,No,Ahmedabad,Ahmedabad,14.1,2318,0,0
501837,194127,2026-06-21,02:06:00,2017.35,Grocery,ONLINE,POS Terminal,Yes,Chennai,Chennai,14.5,672,0,0
505453,184292,2026-06-20,20:07:00,11825.04,Pharmacy,ATM,USSD,No,Ahmedabad,Ahmedabad,10.3,1277,1,0
501020,111585,2026-05-03,13:31:00,3546.64,Jewellery,ONLINE,USSD,No,Bengaluru,Bengaluru,4.8,674,0,0
500971,129866,2026-05-01,17:18:00,4825.76,Utility Bill,NEFT,Web Browser,No,Delhi,Delhi,1.5,1405,2,0
501327,167931,2026-07-30,19:12:00,4608.16,Jewellery,POS,ATM Machine,Yes,Bengaluru,Bengaluru,12.5,3537,0,0
503334,184837,2026-04-03,18:39:00,4968.02,Jewellery,NEFT,USSD,Yes,Rajpura,Rajpura,7.2,2570,1,0
500476,178475,2026-01-26,16:44:00,8985.11,Travel,POS,Web Browser,Yes,Bengaluru,Bengaluru,2.7,3000,1,0
502811,151353,2026-07-24,19:21:00,1740.67,Fuel,UPI,USSD,Yes,Jaipur,Jaipur,9.9,1786,2,0
505609,160760,2026-07-07,09:51:00,997.88,Jewellery,POS,ATM Machine,Yes,Hyderabad,Hyderabad,12.7,2502,1,0
501652,101816,2026-07-24,13:13:00,1061.82,Electronics,POS,USSD,Yes,Pune,Pune,14.3,324,2,0
505570,121663,2026-02-26,17:52:00,4458.31,Fuel,ATM,POS Terminal,Yes,Bengaluru,Bengaluru,10.5,3636,2,0
505122,161766,2026-06-16,07:31:00,1780.34,Dining,POS,POS Terminal,Yes,Jaipur,Jaipur,14.4,2662,0,0
502529,108637,2026-02-14,18:09:00,7357.83,Grocery,UPI,USSD,No,Jaipur,Jaipur,1.2,2390,6,0
503692,162663,2026-04-12,23:47:00,65048.54,Electronics,UPI,Web Browser,No,Chennai,Hyderabad,960.9,18,6,1
504510,196619,2026-02-08,16:10:00,2288.77,ATM Withdrawal,ONLINE,POS Terminal,Yes,Ahmedabad,Ahmedabad,9.5,1414,1,0
504087,126951,2026-03-29,21:54:00,741.73,Electronics,UPI,Mobile App,No,Pune,Pune,10.7,348,1,0
501374,142037,2026-05-17,22:54:00,7876.31,Electronics,POS,Mobile App,No,Chennai,Chennai,3.2,1961,1,0
500740,189835,2026-04-10,16:55:00,7186.75,E-commerce,ONLINE,Web Browser,Yes,Kolkata,Kolkata,6.6,2986,1,0
504609,187233,2026-06-23,18:22:00,3233.91,E-commerce,ONLINE,USSD,No,Delhi,Delhi,9.5,2802,5,0
505803,143747,2026-08-02,10:36:00,3069.35,ATM Withdrawal,POS,ATM Machine,No,Pune,Pune,14.2,2791,1,0
500868,183797,2026-08-23,21:38:00,6137.16,ATM Withdrawal,POS,ATM Machine,No,Bengaluru,Bengaluru,3.3,518,1,0
502975,101732,2026-04-08,20:16:00,6400.94,Utility Bill,POS,USSD,Yes,Delhi,Delhi,11.6,3108,1,0
501141,188117,2026-07-15,07:38:00,677.76,Travel,NEFT,Web Browser,No,Delhi,Delhi,3.0,3835,0,0
500998,136065,2026-01-20,08:52:00,1922.29,Pharmacy,POS,ATM Machine,Yes,Chennai,Chennai,14.3,2600,1,0
501338,129635,2026-02-15,04:50:00,3343.98,Grocery,UPI,Mobile App,Yes,Chennai,Chennai,1.2,455,2,0
500542,105539,2026-05-01,11:38:00,3757.24,Grocery,ONLINE,ATM Machine,No,Jaipur,Jaipur,7.1,3761,2,0
501100,143377,2026-03-04,06:59:00,2110.38,Dining,ONLINE,USSD,No,Rajpura,Rajpura,5.2,3243,0,0
501133,179443,2026-02-25,17:28:00,3495.82,ATM Withdrawal,ONLINE,ATM Machine,Yes,Ahmedabad,Ahmedabad,12.3,2577,3,0
505817,140756,2026-06-10,20:35:00,8809.38,Travel,ATM,ATM Machine,Yes,Pune,Pune,12.8,2245,4,0
505928,159217,2026-03-13,13:33:00,8762.01,Pharmacy,ONLINE,USSD,Yes,Chennai,Chennai,14.5,1485,1,0
502259,100124,2026-02-22,10:50:00,2784.47,Dining,POS,Mobile App,No,Pune,Pune,2.1,2575,1,0
505974,106070,2026-07-17,02:21:00,65404.2,Grocery,POS,Web Browser,No,Mumbai,Hyderabad,1087.4,22,6,1
502963,197329,2026-06-28,06:57:00,2002.72,Electronics,POS,USSD,No,Rajpura,Rajpura,6.6,2904,1,0
500060,168304,2026-04-21,04:29:00,391.59,E-commerce,ONLINE,Mobile App,No,Chennai,Chennai,7.3,1072,1,0
503260,141004,2026-06-28,20:47:00,2419.42,Jewellery,POS,USSD,No,Bengaluru,Bengaluru,2.3,2115,1,0
504084,178754,2026-06-03,09:45:00,3993.32,Fuel,ONLINE,USSD,No,Delhi,Delhi,14.4,2534,2,0
501939,195979,2026-03-12,19:50:00,4124.68,Jewellery,UPI,ATM Machine,Yes,Mumbai,Mumbai,0.4,286,3,0
503651,112000,2026-01-30,14:42:00,4680.73,Grocery,POS,Web Browser,No,Bengaluru,Bengaluru,10.2,3934,2,0
505924,196978,2026-02-28,09:50:00,2525.5,Jewellery,NEFT,POS Terminal,No,Delhi,Delhi,13.6,562,2,0
503396,179522,2026-07-06,19:35:00,913.73,Electronics,POS,POS Terminal,No,Kolkata,Kolkata,8.2,3047,1,0
502814,196436,2026-07-19,23:13:00,3355.2,Grocery,POS,ATM Machine,Yes,Jaipur,Jaipur,8.5,3705,1,0
505997,185436,2026-08-16,02:43:00,4327.43,Jewellery,ATM,ATM Machine,Yes,Mumbai,Mumbai,10.7,2243,2,0
505657,183060,2026-07-30,12:05:00,4505.95,Grocery,ONLINE,Web Browser,Yes,Chennai,Chennai,9.9,1179,3,0
501079,141774,2026-01-25,22:41:00,5497.14,Travel,UPI,Mobile App,Yes,Bengaluru,Bengaluru,2.8,2408,1,0
504533,170428,2026-06-15,14:38:00,1502.55,Pharmacy,POS,ATM Machine,Yes,Ahmedabad,Ahmedabad,1.8,2939,3,0
505832,115498,2026-06-27,06:55:00,3659.26,Fuel,UPI,POS Terminal,No,Pune,Pune,0.4,3389,3,0
504273,193330,2026-02-20,07:53:00,4001.12,E-commerce,POS,Web Browser,Yes,Pune,Pune,13.5,1212,1,0
504284,143434,2026-05-29,06:35:00,6380.04,Travel,ATM,POS Terminal,Yes,Pune,Pune,1.4,339,2,0
505100,129395,2026-08-10,15:28:00,6951.03,ATM Withdrawal,ONLINE,Web Browser,Yes,Kolkata,Kolkata,6.9,3097,0,0
502631,193568,2026-06-06,14:50:00,658.3,Electronics,ONLINE,Mobile App,Yes,Kolkata,Kolkata,14.4,30,3,0
504802,159643,2026-04-04,12:21:00,2990.79,Utility Bill,ATM,POS Terminal,No,Hyderabad,Hyderabad,7.5,2657,3,0
503525,129096,2026-04-04,17:12:00,4610.4,ATM Withdrawal,ONLINE,POS Terminal,Yes,Kolkata,Kolkata,2.8,75,0,0
503564,179656,2026-08-27,07:38:00,4011.95,Fuel,ATM,USSD,Yes,Jaipur,Jaipur,8.6,2586,2,0
500941,169086,2026-03-19,19:04:00,1027.09,Utility Bill,POS,POS Terminal,Yes,Rajpura,Rajpura,1.5,1047,0,0
501081,192035,2026-03-15,06:50:00,10207.19,Dining,POS,Mobile App,Yes,Chennai,Chennai,8.5,3592,1,0
500188,138101,2026-07-20,00:28:00,70473.44,Dining,UPI,USSD,No,Jaipur,Bengaluru,1271.3,5,8,1
503723,175079,2026-01-09,20:33:00,4152.86,Jewellery,ATM,Web Browser,Yes,Delhi,Delhi,12.1,2434,1,0
505614,132877,2026-05-06,00:41:00,1394.42,Jewellery,ONLINE,ATM Machine,Yes,Ahmedabad,Ahmedabad,10.0,775,3,0
502086,165551,2026-01-04,02:23:00,8270.41,Electronics,POS,Web Browser,Yes,Delhi,Delhi,4.5,577,1,0
502250,142349,2026-06-08,06:44:00,5223.25,Fuel,POS,USSD,No,Jaipur,Jaipur,1.0,2939,1,0
503689,196679,2026-01-30,16:55:00,1369.31,Pharmacy,ATM,POS Terminal,No,Bengaluru,Bengaluru,9.3,2303,2,0
505869,192469,2026-03-06,15:13:00,2479.96,Pharmacy,POS,ATM Machine,Yes,Mumbai,Mumbai,3.2,3610,2,0
502024,159968,2026-01-24,23:15:00,5058.06,Grocery,UPI,POS Terminal,No,Delhi,Delhi,5.8,354,2,0
503795,189177,2026-03-07,04:00:00,2023.02,Jewellery,ONLINE,Web Browser,Yes,Jaipur,Jaipur,3.0,1805,1,0
501493,102924,2026-04-05,08:34:00,1455.16,E-commerce,UPI,USSD,Yes,Bengaluru,Bengaluru,14.0,574,1,0
504602,194886,2026-08-22,16:58:00,2603.58,Electronics,ONLINE,Mobile App,Yes,Pune,Pune,6.9,2061,3,0
504041,132869,2026-06-05,15:15:00,3728.16,Electronics,POS,POS Terminal,No,Pune,Pune,5.3,241,3,0
500227,180865,2026-07-12,04:38:00,2695.06,Jewellery,ONLINE,Web Browser,Yes,Pune,Pune,8.7,236,0,0
501014,131444,2026-05-05,22:23:00,4846.65,Jewellery,UPI,Web Browser,No,Kolkata,Kolkata,13.7,2760,0,0
502584,165874,2026-02-23,06:05:00,977.85,Dining,UPI,ATM Machine,Yes,Mumbai,Mumbai,9.5,1470,5,0
501930,195224,2026-06-13,23:25:00,86962.11,Pharmacy,UPI,Web Browser,No,Chennai,Pune,964.0,7,5,1
504216,199279,2026-07-19,20:40:00,1598.94,Travel,UPI,POS Terminal,Yes,Bengaluru,Bengaluru,9.2,2275,1,0
505383,138864,2026-03-19,13:16:00,2065.62,E-commerce,NEFT,USSD,Yes,Mumbai,Mumbai,9.4,1681,3,0
501405,117738,2026-02-11,11:17:00,2412.14,Utility Bill,POS,POS Terminal,No,Kolkata,Kolkata,8.4,2766,1,0
502180,145644,2026-06-09,07:33:00,2484.07,Jewellery,ONLINE,Web Browser,No,Delhi,Delhi,5.5,702,2,0
500698,159006,2026-06-07,11:01:00,6161.81,Grocery,ONLINE,POS Terminal,No,Ahmedabad,Ahmedabad,9.6,1945,2,0
501125,184057,2026-03-20,02:06:00,4163.94,E-commerce,ATM,USSD,No,Mumbai,Mumbai,13.0,3753,2,0
503283,196950,2026-01-10,17:41:00,2578.62,Grocery,UPI,Web Browser,Yes,Delhi,Delhi,6.6,3644,2,0
503961,194685,2026-02-15,16:22:00,2999.22,Pharmacy,UPI,Web Browser,Yes,Delhi,Delhi,6.4,3199,2,0
504111,100314,2026-03-01,00:29:00,3025.84,E-commerce,UPI,POS Terminal,No,Pune,Pune,6.0,2931,1,0
501779,130779,2026-01-15,10:40:00,4560.89,Pharmacy,UPI,USSD,No,Kolkata,Kolkata,1.2,2119,1,0
502635,108326,2026-02-26,00:47:00,2408.3,Electronics,POS,ATM Machine,Yes,Rajpura,Rajpura,3.2,1068,1,0
503092,139205,2026-08-01,07:32:00,1562.84,ATM Withdrawal,ONLINE,USSD,Yes,Bengaluru,Bengaluru,6.7,3074,0,0
504048,124829,2026-05-27,09:42:00,4143.0,Dining,ONLINE,Web Browser,Yes,Hyderabad,Hyderabad,0.7,2549,2,0
501038,101468,2026-04-06,05:31:00,1382.13,ATM Withdrawal,ATM,Mobile App,No,Pune,Pune,2.1,2868,1,0
504995,164242,2026-08-06,03:48:00,2474.96,Utility Bill,ONLINE,ATM Machine,No,Chennai,Chennai,4.2,3634,0,0
502257,179646,2026-08-06,02:08:00,21775.18,E-commerce,NEFT,Web Browser,No,Pune,Ahmedabad,1153.1,36,8,1
503774,112722,2026-01-29,07:24:00,661.17,Dining,ONLINE,ATM Machine,No,Delhi,Delhi,13.7,121,1,0
505930,125714,2026-03-01,08:15:00,1798.77,Grocery,ATM,Mobile App,Yes,Hyderabad,Hyderabad,11.5,848,3,0
500314,128123,2026-05-22,10:50:00,10607.77,Dining,UPI,ATM Machine,Yes,Mumbai,Mumbai,7.2,3861,2,0
502650,133071,2026-03-05,17:33:00,4085.04,Dining,UPI,POS Terminal,Yes,Bengaluru,Bengaluru,0.3,2937,0,0
502282,135333,2026-06-23,10:31:00,1487.59,Travel,NEFT,POS Terminal,No,Chennai,Chennai,2.1,2841,3,0
503694,132623,2026-04-06,12:02:00,3207.06,ATM Withdrawal,NEFT,USSD,No,Delhi,Delhi,2.1,574,0,0
504288,180639,2026-02-03,08:32:00,3592.89,E-commerce,UPI,USSD,Yes,Jaipur,Jaipur,5.9,3280,3,0
502548,158474,2026-01-25,00:42:00,32436.78,Jewellery,POS,USSD,No,Rajpura,Pune,1093.5,31,5,1
501417,163490,2026-03-19,14:14:00,3480.34,Dining,POS,POS Terminal,No,Rajpura,Rajpura,6.1,2016,2,0
501037,190277,2026-08-02,18:55:00,8313.52,Fuel,UPI,ATM Machine,No,Mumbai,Mumbai,11.7,3920,3,0
502160,133410,2026-02-03,22:59:00,1200.74,Grocery,ATM,USSD,No,Kolkata,Kolkata,8.2,2171,2,0
502985,171963,2026-05-15,23:25:00,92975.48,Dining,ONLINE,Web Browser,No,Bengaluru,Kolkata,1531.8,1,7,1
503138,147719,2026-06-22,21:19:00,4531.84,Travel,ONLINE,POS Terminal,Yes,Pune,Pune,1.6,2256,2,0
504982,195908,2026-06-07,04:21:00,2199.32,Grocery,UPI,Mobile App,Yes,Chennai,Chennai,1.2,482,3,0
501755,162665,2026-05-13,21:50:00,2638.5,ATM Withdrawal,NEFT,ATM Machine,No,Delhi,Delhi,3.6,1719,1,0
504263,129148,2026-02-09,22:46:00,364.92,Travel,POS,POS Terminal,No,Jaipur,Jaipur,11.5,3392,1,0
503981,145087,2026-06-09,04:10:00,3199.17,Utility Bill,POS,Mobile App,No,Kolkata,Kolkata,4.1,2025,1,0
503818,180274,2026-02-09,12:22:00,4272.55,Electronics,ATM,Mobile App,No,Hyderabad,Hyderabad,8.2,81,4,0
505346,139864,2026-05-19,23:34:00,6794.24,Fuel,POS,ATM Machine,Yes,Chennai,Chennai,13.5,1804,3,0
502521,144260,2026-02-03,18:33:00,3859.34,Dining,POS,USSD,No,Pune,Pune,3.5,2685,2,0
500874,112492,2026-07-27,12:17:00,5731.83,Utility Bill,NEFT,POS Terminal,Yes,Chennai,Chennai,4.9,984,1,0
505230,127113,2026-08-22,02:47:00,1094.18,Utility Bill,POS,Mobile App,No,Hyderabad,Hyderabad,13.8,2757,0,0
504490,138591,2026-05-17,22:04:00,1745.0,Electronics,NEFT,Web Browser,Yes,Kolkata,Kolkata,7.5,1974,1,0
501507,191416,2026-05-08,14:02:00,8187.05,Travel,ATM,Web Browser,Yes,Delhi,Delhi,4.1,2729,3,0
503892,192567,2026-05-11,06:39:00,8354.72,Grocery,POS,POS Terminal,No,Rajpura,Rajpura,7.4,779,0,0
501924,143455,2026-03-10,04:05:00,2546.71,Fuel,ONLINE,ATM Machine,No,Delhi,Delhi,7.2,3100,0,0
500449,152101,2026-08-07,13:13:00,7651.74,ATM Withdrawal,ONLINE,USSD,Yes,Delhi,Delhi,1.7,1701,3,0
503461,141636,2026-04-19,18:22:00,766.13,Travel,UPI,ATM Machine,Yes,Delhi,Delhi,9.6,3610,0,0
503576,168604,2026-01-02,20:32:00,601.57,Dining,ATM,ATM Machine,Yes,Ahmedabad,Ahmedabad,7.8,356,3,0
505961,117438,2026-07-11,18:49:00,2255.88,Jewellery,UPI,Web Browser,No,Jaipur,Jaipur,6.6,2949,0,0
503633,103713,2026-02-18,00:43:00,8521.23,Jewellery,ONLINE,POS Terminal,No,Bengaluru,Bengaluru,12.9,381,0,0
503258,119549,2026-01-13,01:43:00,1421.31,Pharmacy,ONLINE,Mobile App,Yes,Delhi,Delhi,11.3,1059,0,0
500362,189078,2026-01-09,00:45:00,5839.55,Electronics,ONLINE,POS Terminal,No,Jaipur,Jaipur,6.4,1776,1,0
502184,164481,2026-03-05,13:26:00,10371.38,Electronics,NEFT,ATM Machine,Yes,Ahmedabad,Ahmedabad,12.0,403,1,0
501135,161382,2026-02-21,18:00:00,5141.9,Pharmacy,ONLINE,ATM Machine,No,Mumbai,Mumbai,8.5,3551,0,0
504831,134847,2026-04-06,07:58:00,5321.43,E-commerce,ONLINE,Web Browser,Yes,Bengaluru,Bengaluru,2.6,889,2,0
503200,126470,2026-06-30,14:48:00,9129.16,Fuel,ONLINE,ATM Machine,Yes,Chennai,Chennai,6.2,315,1,0
505818,192285,2026-05-02,10:14:00,1831.24,Travel,POS,POS Terminal,Yes,Bengaluru,Bengaluru,14.7,3009,2,0
503439,193483,2026-08-23,10:47:00,6768.46,Pharmacy,POS,ATM Machine,Yes,Chennai,Chennai,4.7,2286,1,0
502156,148981,2026-05-04,23:10:00,1471.4,Electronics,ONLINE,ATM Machine,No,Pune,Pune,13.7,1167,2,0
501831,135483,2026-06-10,19:03:00,885.86,E-commerce,UPI,ATM Machine,Yes,Delhi,Delhi,13.3,3777,2,0
501054,195841,2026-03-27,07:42:00,1026.18,Pharmacy,ONLINE,ATM Machine,No,Delhi,Delhi,6.1,3070,2,0
502461,134004,2026-08-15,23:31:00,6257.56,Utility Bill,ATM,Mobile App,Yes,Ahmedabad,Ahmedabad,12.4,398,0,0
500023,118254,2026-07-31,23:02:00,1084.45,Jewellery,UPI,ATM Machine,Yes,Chennai,Chennai,8.5,480,0,0
502067,172509,2026-06-01,10:06:00,2851.85,Dining,POS,ATM Machine,No,Bengaluru,Bengaluru,1.6,3889,1,0
501654,159570,2026-06-21,00:18:00,1589.54,E-commerce,UPI,ATM Machine,Yes,Bengaluru,Bengaluru,6.4,1776,3,0
503662,146831,2026-03-13,23:14:00,3240.25,Jewellery,ATM,Web Browser,No,Pune,Pune,11.2,3409,1,0
504332,127033,2026-07-31,16:10:00,4380.49,ATM Withdrawal,POS,Web Browser,No,Ahmedabad,Ahmedabad,5.9,3179,1,0
502744,194731,2026-01-31,20:00:00,8599.62,Dining,ONLINE,ATM Machine,Yes,Delhi,Delhi,4.8,2197,2,0
505245,135099,2026-07-25,03:22:00,2551.17,E-commerce,POS,Web Browser,No,Pune,Pune,14.5,717,3,0
504873,105920,2026-03-23,06:55:00,4185.21,Dining,POS,POS Terminal,Yes,Pune,Pune,0.2,1905,0,0
502469,102698,2026-06-05,18:01:00,7532.8,Electronics,ONLINE,Mobile App,No,Ahmedabad,Ahmedabad,2.2,3299,1,0
502326,182311,2026-02-02,13:51:00,2967.73,Pharmacy,UPI,Mobile App,Yes,Rajpura,Rajpura,10.4,3283,3,0
500461,172331,2026-08-10,11:05:00,538.17,Utility Bill,ATM,Mobile App,Yes,Delhi,Delhi,9.0,591,1,0
501068,164088,2026-03-12,01:41:00,3932.99,Utility Bill,ONLINE,POS Terminal,No,Delhi,Delhi,8.5,703,2,0
500088,131236,2026-02-21,23:00:00,9911.01,Pharmacy,POS,POS Terminal,Yes,Kolkata,Kolkata,3.2,1889,1,0
501431,147027,2026-06-19,09:53:00,1652.7,ATM Withdrawal,ONLINE,USSD,Yes,Rajpura,Rajpura,5.4,3195,3,0
503740,183282,2026-05-28,16:08:00,2977.85,ATM Withdrawal,POS,Web Browser,No,Hyderabad,Hyderabad,6.1,2622,3,0
500283,167111,2026-05-12,18:51:00,656.47,Electronics,POS,USSD,Yes,Pune,Pune,11.5,3437,2,0
502484,132039,2026-01-27,06:34:00,2472.36,Grocery,ATM,Mobile App,Yes,Rajpura,Rajpura,8.2,3309,0,0
500463,174881,2026-03-25,23:15:00,12410.76,Travel,POS,Web Browser,Yes,Bengaluru,Bengaluru,6.8,638,0,0
